dt,dt_iso,timezone,city_name,lat,lon,temp,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1531054800,2018-07-08 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,24.12,3.6,60,,,,,75,803,Clouds,broken clouds,04d
1531058400,2018-07-08 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.28,4.12,100,,,,,75,803,Clouds,broken clouds,04d
1531062000,2018-07-08 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.09,4.12,100,,,,,75,803,Clouds,broken clouds,04d
1531065600,2018-07-08 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.86,3.6,70,,,,,75,803,Clouds,broken clouds,04d
1531069200,2018-07-08 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.65,2.57,90,,,,,75,803,Clouds,broken clouds,04d
1531072800,2018-07-08 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.7,2.06,70,,,,,75,803,Clouds,broken clouds,04d
1531076400,2018-07-08 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.25,2.57,100,,,,,75,803,Clouds,broken clouds,04d
1531080000,2018-07-08 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.67,2.06,110,,,,,40,802,Clouds,scattered clouds,03d
1531083600,2018-07-08 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.19,3.09,80,,,,,75,803,Clouds,broken clouds,04n
1531087200,2018-07-08 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.65,3.6,70,,,,,75,803,Clouds,broken clouds,04n
1531090800,2018-07-08 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.91,3.6,50,,,,,75,803,Clouds,broken clouds,04n
1531094400,2018-07-09 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.6,1.03,0,,,,,40,802,Clouds,scattered clouds,03n
1531098000,2018-07-09 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.09,1.54,0,,,,,20,801,Clouds,few clouds,02n
1531101600,2018-07-09 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.02,1.54,340,,,,,20,801,Clouds,few clouds,02n
1531105200,2018-07-09 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.13,2.06,330,,,,,20,801,Clouds,few clouds,02n
1531108800,2018-07-09 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.32,2.06,340,,,,,40,802,Clouds,scattered clouds,03n
1531112400,2018-07-09 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.05,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1531116000,2018-07-09 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.02,2.06,300,,,,,75,803,Clouds,broken clouds,04d
1531119600,2018-07-09 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.41,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1531123200,2018-07-09 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.34,2.06,310,,,,,75,803,Clouds,broken clouds,04d
1531126800,2018-07-09 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.09,2.57,300,,,,,75,803,Clouds,broken clouds,04d
1531130400,2018-07-09 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.52,2.57,290,,,,,75,803,Clouds,broken clouds,04d
1531134000,2018-07-09 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.1,4.12,60,,,,,75,803,Clouds,broken clouds,04d
1531137600,2018-07-09 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.93,4.63,70,,,,,75,803,Clouds,broken clouds,04d
1531141200,2018-07-09 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.21,4.63,80,,,,,75,803,Clouds,broken clouds,04d
1531144800,2018-07-09 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.04,3.6,60,,,,,75,803,Clouds,broken clouds,04d
1531148400,2018-07-09 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.45,4.63,90,,,,,75,803,Clouds,broken clouds,04d
1531152000,2018-07-09 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.97,4.12,70,,,,,40,802,Clouds,scattered clouds,03d
1531155600,2018-07-09 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.01,4.12,80,,,,,20,801,Clouds,few clouds,02d
1531159200,2018-07-09 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.2,3.6,70,,,,,20,801,Clouds,few clouds,02d
1531162800,2018-07-09 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.26,3.09,80,,,,,20,801,Clouds,few clouds,02d
1531166400,2018-07-09 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.87,2.57,100,,,,,20,801,Clouds,few clouds,02d
1531170000,2018-07-09 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.96,1.03,110,,,,,20,801,Clouds,few clouds,02n
1531173600,2018-07-09 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.99,3.6,350,,,,,14,801,Clouds,few clouds,02n
1531177200,2018-07-09 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.47,4.12,330,,,,,7,800,Clear,sky is clear,01n
1531180800,2018-07-10 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.18,3.09,320,,,,,0,800,Clear,sky is clear,01n
1531184400,2018-07-10 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.85,3.09,320,,,,,8,800,Clear,sky is clear,01n
1531188000,2018-07-10 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.98,2.57,310,,,,,5,800,Clear,sky is clear,01n
1531191600,2018-07-10 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.46,2.06,300,,,,,5,800,Clear,sky is clear,01n
1531195200,2018-07-10 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.62,2.57,310,,,,,20,801,Clouds,few clouds,02n
1531198800,2018-07-10 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.09,2.57,300,,,,,20,801,Clouds,few clouds,02d
1531202400,2018-07-10 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.76,2.57,300,,,,,20,801,Clouds,few clouds,02d
1531206000,2018-07-10 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.03,2.06,320,,,,,20,801,Clouds,few clouds,02d
1531209600,2018-07-10 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.9,3.09,30,,,,,20,801,Clouds,few clouds,02d
1531213200,2018-07-10 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.75,3.6,10,,,,,20,801,Clouds,few clouds,02d
1531216800,2018-07-10 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.53,3.1,40,,,,,20,801,Clouds,few clouds,02d
1531220400,2018-07-10 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.1,4.12,50,,,,,20,801,Clouds,few clouds,02d
1531224000,2018-07-10 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.57,4.12,70,,,,,20,801,Clouds,few clouds,02d
1531227600,2018-07-10 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.07,4.63,70,,,,,20,801,Clouds,few clouds,02d
1531231200,2018-07-10 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.73,4.63,70,,,,,20,801,Clouds,few clouds,02d
1531234800,2018-07-10 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.57,4.12,70,,,,,20,801,Clouds,few clouds,02d
1531238400,2018-07-10 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.12,4.63,100,,,,,20,801,Clouds,few clouds,02d
1531242000,2018-07-10 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.66,4.63,100,,,,,20,801,Clouds,few clouds,02d
1531245600,2018-07-10 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.7,4.12,100,,,,,20,801,Clouds,few clouds,02d
1531249200,2018-07-10 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.11,4.12,80,,,,,20,801,Clouds,few clouds,02d
1531252800,2018-07-10 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.15,4.12,90,,,,,5,800,Clear,sky is clear,01d
1531256400,2018-07-10 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.38,3.09,90,,,,,40,802,Clouds,scattered clouds,03n
1531260000,2018-07-10 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.48,2.57,90,,,,,40,802,Clouds,scattered clouds,03n
1531263600,2018-07-10 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.95,2.06,70,,,,,75,803,Clouds,broken clouds,04n
1531267200,2018-07-11 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.46,2.06,330,,,,,75,803,Clouds,broken clouds,04n
1531270800,2018-07-11 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.45,1.54,0,,,,,75,803,Clouds,broken clouds,04n
1531274400,2018-07-11 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.97,1.54,340,,,,,75,803,Clouds,broken clouds,04n
1531278000,2018-07-11 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.01,1.54,350,,,,,75,803,Clouds,broken clouds,04n
1531281600,2018-07-11 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.26,1,0,,,,,75,741,Fog,fog,50n
1531285200,2018-07-11 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.56,1.54,0,,,,,20,741,Fog,fog,50d
1531288800,2018-07-11 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.37,2.57,330,,,,,20,801,Clouds,few clouds,02d
1531292400,2018-07-11 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.38,3.09,340,,,,,75,803,Clouds,broken clouds,04d
1531296000,2018-07-11 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.58,3.1,360,,,,,75,803,Clouds,broken clouds,04d
1531299600,2018-07-11 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.93,3.09,10,,,,,75,803,Clouds,broken clouds,04d
1531303200,2018-07-11 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.45,2.57,50,,,,,75,803,Clouds,broken clouds,04d
1531306800,2018-07-11 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.12,3.09,60,0.13,,,,75,500,Rain,light rain,10d
1531310400,2018-07-11 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.97,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1531314000,2018-07-11 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.4,1.03,0,,,,,75,803,Clouds,broken clouds,04d
1531317600,2018-07-11 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.44,3.09,60,,,,,75,803,Clouds,broken clouds,04d
1531321200,2018-07-11 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.91,3.09,100,,,,,75,803,Clouds,broken clouds,04d
1531324800,2018-07-11 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.45,3.09,70,,,,,75,803,Clouds,broken clouds,04d
1531328400,2018-07-11 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.01,3.09,30,,,,,75,300,Drizzle,light intensity drizzle,09d
1531332000,2018-07-11 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.55,3.6,350,,,,,75,803,Clouds,broken clouds,04d
1531335600,2018-07-11 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.51,4.12,350,,,,,75,803,Clouds,broken clouds,04d
1531339200,2018-07-11 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.35,2.57,360,,,,,75,803,Clouds,broken clouds,04d
1531342800,2018-07-11 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.87,4.63,10,,,,,75,803,Clouds,broken clouds,04n
1531346400,2018-07-11 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.42,3.6,360,0.5,,,,75,500,Rain,light rain,10n
1531350000,2018-07-11 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.38,4.12,350,,,,,75,803,Clouds,broken clouds,04n
1531353600,2018-07-12 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.33,4.63,330,,,,,75,803,Clouds,broken clouds,04n
1531357200,2018-07-12 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.46,4.12,330,,,,,75,803,Clouds,broken clouds,04n
1531360800,2018-07-12 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.09,4.12,330,,,,,75,803,Clouds,broken clouds,04n
1531364400,2018-07-12 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.01,3.6,320,,,,,75,803,Clouds,broken clouds,04n
1531368000,2018-07-12 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14,3.6,320,,,,,75,803,Clouds,broken clouds,04n
1531371600,2018-07-12 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.99,3.6,310,,,,,75,803,Clouds,broken clouds,04d
1531375200,2018-07-12 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14,3.6,310,,,,,75,803,Clouds,broken clouds,04d
1531378800,2018-07-12 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.67,4.63,310,,,,,90,804,Clouds,overcast clouds,04d
1531382400,2018-07-12 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.57,4.12,310,,,,,75,803,Clouds,broken clouds,04d
1531386000,2018-07-12 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.1,4.63,300,,,,,75,803,Clouds,broken clouds,04d
1531389600,2018-07-12 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.39,3.09,320,,,,,75,803,Clouds,broken clouds,04d
1531393200,2018-07-12 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.84,3.6,300,,,,,75,803,Clouds,broken clouds,04d
1531396800,2018-07-12 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.92,3.09,320,,,,,75,803,Clouds,broken clouds,04d
1531400400,2018-07-12 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.98,3.6,310,,,,,75,803,Clouds,broken clouds,04d
1531404000,2018-07-12 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.85,2.06,350,,,,,75,803,Clouds,broken clouds,04d
1531407600,2018-07-12 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.82,3.09,20,,,,,75,803,Clouds,broken clouds,04d
1531411200,2018-07-12 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.79,3.09,20,,,,,75,803,Clouds,broken clouds,04d
1531414800,2018-07-12 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.76,2.06,40,,,,,75,803,Clouds,broken clouds,04d
1531418400,2018-07-12 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.75,2.06,50,,,,,75,803,Clouds,broken clouds,04d
1531422000,2018-07-12 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.67,2.57,90,,,,,75,803,Clouds,broken clouds,04d
1531425600,2018-07-12 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.78,2.06,100,,,,,75,803,Clouds,broken clouds,04d
1531429200,2018-07-12 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.24,1.03,120,,,,,75,803,Clouds,broken clouds,04n
1531432800,2018-07-12 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.86,1.54,0,,,,,75,803,Clouds,broken clouds,04n
1531436400,2018-07-12 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.35,2.57,80,,,,,75,803,Clouds,broken clouds,04n
1531440000,2018-07-13 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.89,1.54,110,,,,,75,803,Clouds,broken clouds,04n
1531443600,2018-07-13 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.47,0.51,0,,,,,75,803,Clouds,broken clouds,04n
1531447200,2018-07-13 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.02,1.54,100,,,,,75,803,Clouds,broken clouds,04n
1531450800,2018-07-13 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.51,1.03,0,,,,,75,803,Clouds,broken clouds,04n
1531454400,2018-07-13 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.11,0.51,0,,,,,75,803,Clouds,broken clouds,04n
1531458000,2018-07-13 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.23,3.09,20,,,,,75,803,Clouds,broken clouds,04d
1531461600,2018-07-13 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.63,3.6,350,,,,,75,803,Clouds,broken clouds,04d
1531465200,2018-07-13 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.81,2.57,10,,,,,75,803,Clouds,broken clouds,04d
1531468800,2018-07-13 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.18,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1531472400,2018-07-13 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.61,2.06,260,,,,,75,803,Clouds,broken clouds,04d
1531476000,2018-07-13 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.1,2.57,300,,,,,75,803,Clouds,broken clouds,04d
1531479600,2018-07-13 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.95,3.09,270,,,,,75,803,Clouds,broken clouds,04d
1531483200,2018-07-13 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.81,2.06,270,,,,,75,803,Clouds,broken clouds,04d
1531486800,2018-07-13 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.25,2.06,140,,,,,75,803,Clouds,broken clouds,04d
1531490400,2018-07-13 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.83,4.63,70,,,,,75,803,Clouds,broken clouds,04d
1531494000,2018-07-13 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.45,3.09,130,,,,,75,803,Clouds,broken clouds,04d
1531497600,2018-07-13 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.14,3.1,140,,,,,75,803,Clouds,broken clouds,04d
1531501200,2018-07-13 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.68,3.09,140,,,,,75,803,Clouds,broken clouds,04d
1531504800,2018-07-13 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.25,2.57,140,,,,,75,803,Clouds,broken clouds,04d
1531508400,2018-07-13 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.82,3.09,140,,,,,20,801,Clouds,few clouds,02d
1531512000,2018-07-13 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.88,2.57,140,,,,,81,803,Clouds,broken clouds,04d
1531515600,2018-07-13 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.06,2.06,140,,,,,21,801,Clouds,few clouds,02n
1531519200,2018-07-13 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.78,1.5,0,,,,,29,802,Clouds,scattered clouds,03n
1531522800,2018-07-13 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.6,1.54,130,,,,,69,803,Clouds,broken clouds,04n
1531526400,2018-07-14 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.13,1.54,150,,,,,65,803,Clouds,broken clouds,04n
1531530000,2018-07-14 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.18,1,150,,,,,73,803,Clouds,broken clouds,04n
1531533600,2018-07-14 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.68,1.03,140,,,,,20,801,Clouds,few clouds,02n
1531537200,2018-07-14 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.18,2.61,194,,,,,40,802,Clouds,scattered clouds,03n
1531540800,2018-07-14 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.97,3.6,240,,,,,75,803,Clouds,broken clouds,04n
1531544400,2018-07-14 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.7,3.09,240,,,,,20,801,Clouds,few clouds,02d
1531548000,2018-07-14 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.48,3.09,260,,,,,20,801,Clouds,few clouds,02d
1531551600,2018-07-14 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.98,2.06,240,,,,,20,801,Clouds,few clouds,02d
1531555200,2018-07-14 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.37,3.09,250,,,,,20,801,Clouds,few clouds,02d
1531558800,2018-07-14 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.22,2.57,210,,,,,20,801,Clouds,few clouds,02d
1531562400,2018-07-14 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.62,3.6,140,,,,,20,801,Clouds,few clouds,02d
1531566000,2018-07-14 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.94,3.6,150,,,,,40,802,Clouds,scattered clouds,03d
1531569600,2018-07-14 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.29,3.6,140,,,,,20,801,Clouds,few clouds,02d
1531573200,2018-07-14 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.89,4.12,130,,,,,20,801,Clouds,few clouds,02d
1531576800,2018-07-14 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.92,5.14,140,,,,,20,801,Clouds,few clouds,02d
1531580400,2018-07-14 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.75,4.63,140,,,,,20,801,Clouds,few clouds,02d
1531584000,2018-07-14 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.38,4.1,120,,,,,40,802,Clouds,scattered clouds,03d
1531587600,2018-07-14 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.88,3.09,120,,,,,75,803,Clouds,broken clouds,04d
1531591200,2018-07-14 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.93,3.6,240,,,,,75,803,Clouds,broken clouds,04d
1531594800,2018-07-14 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.53,3.09,270,,,,,75,803,Clouds,broken clouds,04d
1531598400,2018-07-14 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22,4.12,220,,,,,75,803,Clouds,broken clouds,04d
1531602000,2018-07-14 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.03,4.12,220,,,,,75,803,Clouds,broken clouds,04n
1531605600,2018-07-14 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.79,4.12,280,,,,,40,802,Clouds,scattered clouds,03n
1531609200,2018-07-14 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.85,2.06,240,,,,,40,802,Clouds,scattered clouds,03n
1531612800,2018-07-15 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.38,2.57,250,,,,,20,801,Clouds,few clouds,02n
1531616400,2018-07-15 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.32,2.57,220,,,,,40,802,Clouds,scattered clouds,03n
1531620000,2018-07-15 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.28,2.57,220,,,,,75,803,Clouds,broken clouds,04n
1531623600,2018-07-15 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.88,3.6,210,,,,,75,803,Clouds,broken clouds,04n
1531627200,2018-07-15 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.85,2.6,200,,,,,75,803,Clouds,broken clouds,04n
1531630800,2018-07-15 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.75,3.09,220,,,,,75,803,Clouds,broken clouds,04d
1531634400,2018-07-15 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.37,3.09,210,,,,,75,300,Drizzle,light intensity drizzle,09d
1531638000,2018-07-15 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.47,2.57,200,,,,,75,300,Drizzle,light intensity drizzle,09d
1531641600,2018-07-15 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.42,3.09,190,,,,,75,300,Drizzle,light intensity drizzle,09d
1531645200,2018-07-15 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.45,3.09,210,,,,,75,300,Drizzle,light intensity drizzle,09d
1531648800,2018-07-15 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.45,3.6,200,,,,,75,300,Drizzle,light intensity drizzle,09d
1531652400,2018-07-15 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.93,4.63,200,0.5,,,,75,310,Drizzle,light intensity drizzle rain,09d
1531656000,2018-07-15 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.98,2.57,150,0.5,,,,75,310,Drizzle,light intensity drizzle rain,09d
1531659600,2018-07-15 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.02,2.57,170,,,,,75,300,Drizzle,light intensity drizzle,09d
1531663200,2018-07-15 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.56,3.6,160,0.12,,,,75,310,Drizzle,light intensity drizzle rain,09d
1531666800,2018-07-15 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.47,3.09,160,0.5,,,,75,310,Drizzle,light intensity drizzle rain,09d
1531670400,2018-07-15 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.44,3.09,160,0.15,,,,75,300,Drizzle,light intensity drizzle,09d
1531674000,2018-07-15 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.03,2.57,170,0.11,,,,75,300,Drizzle,light intensity drizzle,09d
1531677600,2018-07-15 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.43,3.6,200,0.5,,,,75,500,Rain,light rain,10d
1531681200,2018-07-15 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.96,4.12,200,0.84,,,,75,500,Rain,light rain,10d
1531684800,2018-07-15 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.88,2.57,190,0.74,,,,75,500,Rain,light rain,10d
1531688400,2018-07-15 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.39,2.06,210,,,,,75,803,Clouds,broken clouds,04n
1531692000,2018-07-15 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.34,3.09,210,,,,,75,803,Clouds,broken clouds,04n
1531695600,2018-07-15 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.18,5.66,260,,,,,75,803,Clouds,broken clouds,04n
1531699200,2018-07-16 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.8,3.09,250,,,,,75,803,Clouds,broken clouds,04n
